,date,device,total_conversions,total_impressions,total_cost,total_conversion_rev,rev_per_1000_impression,cost_per_1000_impression
36,2017-11-13,Tablet,9,319852,316.69999999999914,544.5,1.7023498367995198,0.9901454422670459
37,2017-11-13,Desktop,39,626003,1348.3199999999952,2359.5,3.7691512660482456,2.153855492705299
38,2017-11-13,Mobile,29,1278104,925.0299999999945,1754.5,1.372736490927186,0.7237517447719392
39,2017-11-14,Tablet,11,287768,288.1399999999998,665.5,2.312626838286397,1.001292708014789
40,2017-11-14,Desktop,25,563161,1190.3999999999983,1512.5,2.6857328543702423,2.113782737085839
41,2017-11-14,Mobile,23,1270047,879.9999999999949,1391.5,1.0956287444480401,0.6928877435244482
42,2017-11-15,Tablet,9,273443,280.7999999999991,544.5,1.9912742326554347,1.0269050588239563
43,2017-11-15,Desktop,13,334095,748.1599999999977,786.5,2.354120833894551,2.239363055418362
44,2017-11-15,Mobile,34,1567825,1202.7599999999923,2057.0,1.312008674437517,0.7671519461674563
45,2017-11-16,Tablet,8,307536,304.7199999999989,484.0,1.5737994901409917,0.9908433484209942
46,2017-11-16,Desktop,27,641070,1329.629999999996,1633.5,2.5480836726098555,2.0740792737142524
47,2017-11-16,Mobile,15,979394,769.5399999999929,907.5,0.9265933832553599,0.7857307682097225
48,2017-11-17,Tablet,8,298465,280.2899999999993,484.0,1.6216306769637983,0.9391050876987227
49,2017-11-17,Mobile,28,1459937,1043.9699999999928,1694.0,1.1603240413798677,0.7150788013455325
50,2017-11-17,Desktop,17,434611,813.5199999999978,1028.5,2.3664840512550303,1.8718348132007654
51,2017-11-18,Tablet,15,384136,366.8299999999977,907.5,2.362444550888227,0.9549482474956726
52,2017-11-18,Mobile,27,1529327,1066.1399999999933,1633.5,1.0681168906322847,0.6971301755608795
53,2017-11-18,Desktop,25,441007,839.7799999999982,1512.5,3.4296507765182866,1.904232812631088
54,2017-11-19,Tablet,6,301077,293.74999999999875,363.0,1.2056716388166482,0.9756640327889502
55,2017-11-19,Mobile,27,1723768,1123.889999999992,1633.5,0.9476333242060416,0.6519960922815553
56,2017-11-19,Desktop,8,200191,445.7399999999988,484.0,2.41769110499473,2.2265736221908017
57,2017-11-20,Tablet,3,206338,200.18999999999977,181.5,0.8796246934641219,0.9702042280142279
58,2017-11-20,Mobile,21,1490429,1172.4899999999905,1270.5,0.8524391299417818,0.7866795399176951
59,2017-11-20,Desktop,13,406329,780.4499999999971,786.5,1.935623595657706,1.9207341833834088
60,2017-11-21,Tablet,10,381522,334.27999999999827,605.0,1.5857539014788138,0.8761748994815456
61,2017-11-21,Desktop,12,308005,586.3199999999973,726.0,2.357104592457915,1.9036054609503006
62,2017-11-21,Mobile,19,1340182,1007.6999999999915,1149.5,0.8577193246887364,0.7519127999032904
63,2017-11-22,Tablet,10,362000,307.7799999999992,605.0,1.6712707182320443,0.8502209944751359
64,2017-11-22,Desktop,9,246047,448.3399999999987,544.5,2.212991826764805,1.8221721866147473
65,2017-11-22,Mobile,17,1330043,938.5199999999927,1028.5,0.7732832697890218,0.7056313216941051
66,2017-11-23,Tablet,9,339244,283.6999999999989,544.5,1.6050394406385964,0.836271238400676
67,2017-11-23,Desktop,21,362102,668.239999999997,1270.5,3.5086798747314294,1.8454468630385832
68,2017-11-23,Mobile,12,460729,303.2899999999983,726.0,1.5757636267740904,0.6582828517414756
69,2017-11-24,Tablet,17,478055,399.23999999999666,1028.5,2.1514260911401406,0.8351340326949758
70,2017-11-24,Desktop,24,511700,966.939999999994,1452.0,2.8376001563416064,1.8896619112761268
71,2017-11-24,Mobile,22,1306835,1022.529999999992,1331.0,1.0184912402866468,0.7824476693691186
72,2017-11-25,Tablet,7,457360,382.69999999999635,423.5,0.9259664159524227,0.8367587895749439
73,2017-11-25,Mobile,36,1697992,1323.5099999999877,2178.0,1.2826915556728182,0.779455969168281
74,2017-11-25,Desktop,35,536437,1004.8799999999956,2117.5,3.947341439908134,1.8732488624013548
75,2017-11-26,Tablet,22,718431,603.8299999999963,1331.0,1.8526483406200456,0.8404843332205825
76,2017-11-26,Desktop,36,711292,1364.6099999999935,2178.0,3.06203359520422,1.9184947953864144
77,2017-11-26,Mobile,18,1473540,866.5799999999916,1089.0,0.7390366057249889,0.5880939777678188
78,2017-11-27,Tablet,15,521151,447.1999999999959,907.5,1.7413379231738977,0.8581006272654104
79,2017-11-27,Desktop,59,1087874,2212.339999999992,3569.5,3.2811704296637294,2.0336362483155144
80,2017-11-27,Mobile,35,1783583,1308.249999999985,2117.5,1.1872169671946862,0.7334954414793059
81,2017-11-28,Tablet,5,310810,271.47999999999837,302.5,0.9732634085132396,0.8734596698947857
82,2017-11-28,Mobile,27,1326510,972.5299999999945,1633.5,1.2314268267860777,0.7331493920136256
83,2017-11-28,Desktop,32,774643,1581.3899999999949,1936.0,2.4992157677794804,2.0414436069260224
84,2017-11-29,Tablet,4,278337,231.2699999999991,242.0,0.8694496240169292,0.8308992336627868
85,2017-11-29,Mobile,34,1103018,1097.019999999993,2057.0,1.8648834379855994,0.9945621920947735
86,2017-11-29,Desktop,40,1002922,1998.079999999992,2420.0,2.41294936196434,1.9922586203114419
87,2017-11-30,Tablet,13,687883,649.8599999999934,786.5,1.1433630428430417,0.9447246115981838
88,2017-11-30,Mobile,23,894423,881.2099999999922,1391.5,1.555751585100115,0.9852273476867123
89,2017-11-30,Desktop,14,355732,829.8599999999964,847.0,2.3810059258093172,2.332823586295291
90,2017-12-01,Tablet,7,393810,371.779999999997,423.5,1.0753916863462074,0.9440593179451944
91,2017-12-01,Desktop,24,567684,1236.809999999991,1452.0,2.557761007884668,2.178694484959927
92,2017-12-01,Mobile,4,412698,352.1899999999989,242.0,0.5863852017698171,0.8533843149227739
93,2017-12-02,Tablet,6,306589,281.9499999999979,363.0,1.18399551190682,0.9196350814934583
94,2017-12-02,Mobile,6,338687,322.6799999999991,363.0,1.071786044341826,0.9527380737967478
95,2017-12-02,Desktop,12,263663,602.6899999999949,726.0,2.7535149034942332,2.2858345691279967
96,2017-12-03,Tablet,6,327201,291.0499999999963,363.0,1.1094098123171996,0.8895143963496331
97,2017-12-03,Mobile,5,320329,304.6999999999999,302.5,0.9443415987937402,0.9512095376940579
98,2017-12-03,Desktop,20,321933,757.9299999999946,1210.0,3.758546032870193,2.3543097476804014
99,2017-12-04,Tablet,5,204329,181.8400000000002,302.5,1.4804555398401595,0.8899373069901981
100,2017-12-04,Mobile,28,1350817,1323.7799999999945,1694.0,1.2540558787755856,0.9799847055522655
101,2017-12-04,Desktop,42,884280,1911.9699999999868,2541.0,2.8735242230967564,2.1621771384629156
102,2017-12-05,Tablet,10,472087,440.31999999999863,605.0,1.2815434443227627,0.9327094370317307
103,2017-12-05,Mobile,25,1129193,1126.1299999999953,1512.5,1.3394521574257015,0.9972874433334207
104,2017-12-05,Desktop,36,756756,1621.209999999987,2178.0,2.8780743066457353,2.142315356601054
105,2017-12-06,Tablet,4,216208,187.49,242.0,1.1192925331162584,0.8671742026196996
106,2017-12-06,Desktop,51,844309,1913.8799999999906,3085.5,3.654467736338236,2.2668004249628875
107,2017-12-06,Mobile,13,534033,634.939999999998,786.5,1.4727554289716178,1.1889527426207707
108,2017-12-07,Tablet,12,580432,585.7799999999979,726.0,1.25079251316261,1.0092138269426874
109,2017-12-07,Desktop,33,533936,1241.5199999999923,1996.5,3.7392121902250457,2.325222498576594
110,2017-12-07,Mobile,26,1122087,1147.819999999996,1573.0,1.4018520845531586,1.022933159371774
111,2017-12-08,Tablet,7,257778,275.08999999999946,423.5,1.6428865147530047,1.0671585627943403
112,2017-12-08,Mobile,6,396850,392.9099999999985,363.0,0.9147032883961195,0.9900718155474323
113,2017-12-08,Desktop,14,222312,564.5199999999974,847.0,3.809960775846558,2.5393141170966813
114,2017-12-09,Tablet,3,153826,167.72000000000023,181.5,1.1799045674983422,1.0903228322910317
115,2017-12-09,Mobile,18,618477,656.9199999999925,1089.0,1.7607768761004854,1.0621575256638363
116,2017-12-09,Desktop,14,208957,500.7499999999956,847.0,4.0534655455428625,2.3964260589499067
117,2017-12-10,Tablet,12,372604,346.3599999999969,726.0,1.9484492920097476,0.9295659735268459
118,2017-12-10,Mobile,22,699121,664.0599999999938,1331.0,1.9038192244261007,0.9498498829244062
119,2017-12-10,Desktop,28,318282,704.7999999999942,1694.0,5.3223242282001495,2.2143884982499613
120,2017-12-11,Tablet,3,203373,177.23999999999992,181.5,0.8924488501423493,0.8715021168001649
121,2017-12-11,Desktop,18,307669,673.119999999995,1089.0,3.5395181184974764,2.18780572628375
122,2017-12-11,Mobile,19,713158,690.2599999999921,1149.5,1.6118447805395157,0.9678921080601944
123,2017-12-12,Tablet,3,196908,166.18999999999986,181.5,0.921750259004205,0.8439982123631333
124,2017-12-12,Desktop,9,183799,407.99999999999847,544.5,2.9624753127057275,2.219816212275358
125,2017-12-12,Mobile,20,602860,707.3499999999946,1210.0,2.007099492419467,1.173323823109834
126,2017-12-13,Tablet,4,203347,168.8699999999996,242.0,1.1900839451774554,0.8304523794302331
127,2017-12-13,Mobile,8,454062,393.54999999999814,484.0,1.0659337271121565,0.8667318560020397
128,2017-12-13,Desktop,19,361983,774.2199999999954,1149.5,3.175563493313222,2.1388297240478016
129,2017-12-14,Tablet,5,246250,201.18999999999974,302.5,1.2284263959390864,0.817015228426395
130,2017-12-14,Mobile,17,702349,588.3399999999954,1028.5,1.46437170124824,0.8376747172701824
131,2017-12-14,Desktop,16,263464,559.2599999999977,968.0,3.6741262563386266,2.122718853429682
132,2017-12-15,Mobile,13,611434,507.93999999999704,786.5,1.286320355099651,0.8307356149641614
133,2017-12-15,Tablet,4,169496,147.22999999999942,242.0,1.427762307075093,0.8686340680605997
134,2017-12-15,Desktop,19,333130,732.3599999999981,1149.5,3.4506048689700717,2.1984210368324617
135,2017-12-16,Tablet,2,155067,146.5199999999999,121.0,0.7803078669220401,0.9448818897637788
136,2017-12-16,Mobile,23,504031,510.42999999999563,1391.5,2.7607428908142553,1.012695647688328
137,2017-12-16,Desktop,31,257568,518.6499999999985,1875.5,7.281572244999379,2.013642999130321
138,2017-12-17,Mobile,19,527534,527.739999999997,1149.5,2.1790064716207866,1.000390496157588
139,2017-12-17,Desktop,17,224616,478.74999999999767,1028.5,4.578925811162161,2.1314153933824733
140,2017-12-17,Tablet,2,145744,145.57000000000005,121.0,0.8302228565155341,0.9988061258096392
141,2017-12-18,Mobile,10,465232,412.59999999999826,605.0,1.30042645389827,0.8868693469064859
142,2017-12-18,Tablet,4,152835,145.19000000000017,242.0,1.5834069421271306,0.9499787352373485
143,2017-12-18,Desktop,10,242609,523.6799999999979,605.0,2.49372447023812,2.1585349265690796
144,2017-12-19,Mobile,6,415052,430.5499999999974,363.0,0.8745892080992261,1.0373398995788417
145,2017-12-19,Tablet,8,278047,308.9499999999968,484.0,1.740712901056296,1.1111430801267297
146,2017-12-19,Desktop,6,176407,421.7099999999978,363.0,2.0577414728440484,2.3905513953527797
147,2017-12-20,Mobile,13,456047,450.0599999999957,786.5,1.7246029466261155,0.986871967143728
148,2017-12-20,Tablet,8,326640,364.81999999999425,484.0,1.4817536125397992,1.1168870928238863
149,2017-12-20,Desktop,31,505215,1135.399999999992,1875.5,3.712280910107578,2.2473600348366376
150,2017-12-21,Tablet,3,125325,166.5299999999995,181.5,1.4482345900658289,1.328785158587668
151,2017-12-21,Mobile,11,568021,523.7199999999946,665.5,1.1716116129509297,0.9220081651910661
152,2017-12-21,Desktop,12,198190,534.1499999999971,726.0,3.6631515212674706,2.695141026287891
153,2017-12-22,Desktop,7,187976,469.35999999999774,423.5,2.252947184746989,2.496914499723357
154,2017-12-22,Mobile,14,745926,625.8699999999944,847.0,1.135501376812177,0.8390510586840979
155,2017-12-22,Tablet,9,280861,330.9599999999968,544.5,1.9386814118015674,1.1783764922862083
156,2017-12-23,Mobile,9,367578,364.0799999999975,544.5,1.481318250820234,0.9904836524492692
157,2017-12-23,Tablet,8,249492,293.81999999999823,484.0,1.93994196206692,1.1776730316002046
158,2017-12-23,Desktop,22,321679,670.8699999999957,1331.0,4.137665187966887,2.0855262544337543
159,2017-12-24,Mobile,14,489885,510.709999999996,847.0,1.7289772089367912,1.0425099768312889
160,2017-12-24,Tablet,3,118836,160.1199999999999,181.5,1.527314955064122,1.3474031438284686
161,2017-12-24,Desktop,11,186187,384.6299999999982,665.5,3.574363408830907,2.0658262929205486
162,2017-12-25,Tablet,4,127126,167.25999999999985,242.0,1.9036231770054908,1.3157025313468516
163,2017-12-25,Mobile,15,541338,609.0699999999948,907.5,1.6764018044179423,1.1251196110378263
164,2017-12-25,Desktop,12,203809,425.76999999999754,726.0,3.56215868779102,2.089063780304096
165,2017-12-26,Mobile,9,402046,425.919999999997,544.5,1.354322639697945,1.059381264830385
166,2017-12-26,Tablet,3,143414,174.84999999999954,181.5,1.2655668205335602,1.219197567880399
167,2017-12-26,Desktop,16,274803,585.1899999999963,968.0,3.5225234076775,2.129489124936759
168,2017-12-27,Mobile,13,483970,581.2799999999938,786.5,1.6251007293840527,1.2010661817881148
169,2017-12-27,Desktop,12,220739,472.0299999999977,726.0,3.2889521108639617,2.1384078028803146
170,2017-12-27,Tablet,12,337837,391.92999999999523,726.0,2.148965329434017,1.160115677086865
171,2017-12-28,Mobile,6,349284,386.00999999999624,363.0,1.0392689043872607,1.1051465283265087
172,2017-12-28,Tablet,14,326504,364.3299999999963,847.0,2.5941489231372357,1.1158515669026912
173,2017-12-28,Desktop,26,411120,881.4599999999937,1573.0,3.826133489005643,2.1440455341505977
174,2017-12-29,Mobile,16,682766,743.469999999995,968.0,1.417762454486603,1.0889089380549046
175,2017-12-29,Tablet,18,341521,377.69999999999703,1089.0,3.1886765381923805,1.105934920546605
176,2017-12-29,Desktop,19,322330,685.6399999999944,1149.5,3.56622095368101,2.127136785282147
177,2017-12-30,Mobile,14,479120,531.0799999999967,847.0,1.7678243446318251,1.1084488228418699
178,2017-12-30,Tablet,13,235837,253.39000000000016,786.5,3.334930481646222,1.0744285247861878
179,2017-12-30,Desktop,13,210076,433.13999999999714,786.5,3.7438831660922713,2.0618252441973244
180,2017-12-31,Mobile,7,278706,306.4399999999979,423.5,1.5195223640682296,1.0995098777923613
181,2017-12-31,Tablet,9,253423,269.42999999999995,544.5,2.148581620452761,1.0631631698780297
182,2017-12-31,Desktop,26,457152,933.3099999999909,1573.0,3.4408686826263475,2.04157479350411
183,2018-01-01,Mobile,28,1086908,1355.64999999999,1694.0,1.5585495736529678,1.2472536774041503
184,2018-01-01,Tablet,4,218626,206.85999999999981,242.0,1.1069131759260107,0.946182064347332
185,2018-01-01,Desktop,30,518601,1021.8699999999899,1815.0,3.4998004246038863,1.9704358456693873
186,2018-01-02,Mobile,18,719044,985.4699999999926,1089.0,1.5145109339623166,1.370528090075145
187,2018-01-02,Desktop,17,383548,821.3599999999933,1028.5,2.681541814844557,2.1414790326112856
188,2018-01-02,Tablet,20,414752,431.62999999999835,1210.0,2.9174060643468867,1.040694197978547
189,2018-01-03,Tablet,12,383823,391.38999999999913,726.0,1.8914968618347519,1.0197148164648786
190,2018-01-03,Desktop,23,459850,916.2799999999966,1391.5,3.0259867348048277,1.9925627922148452
191,2018-01-03,Mobile,10,443915,537.7199999999946,605.0,1.3628735230843743,1.2113129765833426
192,2018-01-04,Desktop,21,424345,735.7999999999944,1270.5,2.994026087263901,1.7339664659651803
193,2018-01-04,Tablet,19,332078,309.9099999999999,1149.5,3.4615361451225315,0.9332445991604379
194,2018-01-04,Mobile,8,400051,507.9699999999963,484.0,1.2098457446675548,1.2697631052040772
195,2018-01-05,Mobile,29,919470,1125.3899999999887,1754.5,1.908164486062623,1.2239551045710992
196,2018-01-05,Tablet,12,228870,214.29000000000036,726.0,3.172106435968017,0.9362957137239497
197,2018-01-05,Desktop,18,465377,770.159999999996,1089.0,2.34003829153568,1.6549163366474835
198,2018-01-06,Mobile,28,808925,956.0199999999899,1694.0,2.094137280959298,1.1818400964242541
199,2018-01-06,Tablet,12,244872,230.69000000000014,726.0,2.9648142703126528,0.94208402757359
200,2018-01-06,Desktop,30,621500,1024.9299999999955,1815.0,2.9203539823008846,1.6491230893000732
201,2018-01-07,Mobile,33,1034045,1267.529999999989,1996.5,1.9307670362508402,1.2257977167337875
202,2018-01-07,Tablet,11,293638,282.80999999999955,665.5,2.2663960386598467,0.963124663701563
203,2018-01-07,Desktop,22,498152,834.4399999999963,1331.0,2.6718752509274277,1.675071062647538
204,2018-01-08,Tablet,12,387033,370.85999999999785,726.0,1.875809039539264,0.9582128655695971
205,2018-01-08,Desktop,40,649246,1242.5299999999966,2420.0,3.727400707898085,1.9138046287539647
206,2018-01-08,Mobile,14,532826,733.919999999994,847.0,1.589637142331643,1.3774102615112513
207,2018-01-09,Mobile,30,1065499,1368.1699999999921,1815.0,1.703427220485425,1.2840650249319727
208,2018-01-09,Tablet,13,353461,333.6899999999983,786.5,2.2251394071764636,0.9440645502615516
209,2018-01-09,Desktop,54,937238,1656.2499999999943,3267.0,3.485774157684601,1.7671605291292012
210,2018-01-10,Tablet,11,354207,334.1999999999987,665.5,1.8788448562563698,0.9435160795805806
211,2018-01-10,Desktop,52,1034893,1753.5599999999918,3146.0,3.039927799299058,1.6944360431464816
212,2018-01-10,Mobile,29,1213899,1675.9499999999855,1754.5,1.4453426520657815,1.3806338089083074
213,2018-01-11,Tablet,11,371493,345.4299999999994,665.5,1.7914200267568972,0.9298425542338601
214,2018-01-11,Desktop,36,878652,1526.9399999999957,2178.0,2.478797066415373,1.7378211168926898
215,2018-01-11,Mobile,7,320532,423.06999999999863,423.5,1.3212409369423335,1.3198994172188694
216,2018-01-12,Tablet,5,278360,260.46999999999997,302.5,1.0867222302054893,0.9357307084351199
217,2018-01-12,Desktop,35,822094,1448.3799999999958,2117.5,2.575739513972855,1.7618179916165253
218,2018-01-12,Mobile,31,1032873,1496.48999999999,1875.5,1.8158089135837612,1.4488615734945052
219,2018-01-13,Tablet,14,560679,536.489999999998,847.0,1.5106683146684645,0.9568576672213476
220,2018-01-13,Mobile,53,1580874,2053.129999999994,3206.5,2.0283083914341056,1.2987309551551827
221,2018-01-13,Desktop,36,679213,1194.2299999999973,2178.0,3.2066524050629184,1.7582555104216162
222,2018-01-14,Tablet,21,587463,575.2299999999981,1270.5,2.162689394906573,0.9791765609068113
223,2018-01-14,Mobile,34,1247463,1651.6699999999923,2057.0,1.6489467022268396,1.3240232375629517
224,2018-01-14,Desktop,37,747478,1319.709999999995,2238.5,2.994736968847244,1.7655502904433242
225,2018-01-15,Mobile,47,1806932,2372.3699999999976,2843.5,1.5736618754883969,1.312927105170531
226,2018-01-15,Desktop,36,779236,1232.9899999999966,2178.0,2.7950454034464527,1.5823062589510708
227,2018-01-15,Tablet,23,597300,589.4099999999978,1391.5,2.3296500920810312,0.9867905575087859
228,2018-01-16,Tablet,15,538106,551.5299999999984,907.5,1.6864706953648538,1.024946757702011
229,2018-01-16,Mobile,46,1768446,2588.7900000000013,2783.0,1.573698037712206,1.4638784560003537
230,2018-01-16,Desktop,29,706264,1175.7299999999952,1754.5,2.484198543320911,1.6647174427692695
231,2018-01-17,Tablet,21,615971,643.2699999999977,1270.5,2.062597102785683,1.0443186448712645
232,2018-01-17,Mobile,57,1984867,2954.2500000000164,3448.5,1.7373960068861036,1.488386879322401
233,2018-01-17,Desktop,33,799756,1360.5099999999936,1996.5,2.4963863978513445,1.7011563526875617
234,2018-01-18,Tablet,11,466509,454.25999999999783,665.5,1.4265533998272275,0.9737432718339792
235,2018-01-18,Mobile,52,1593333,2473.200000000017,3146.0,1.9744774005182844,1.5522178979535457
236,2018-01-18,Desktop,58,1242528,2019.5799999999913,3509.0,2.824081227948183,1.62537987071518
237,2018-01-19,Tablet,12,404157,394.8299999999984,726.0,1.796331623601719,0.9769223346372781
238,2018-01-19,Mobile,27,862249,1382.7299999999957,1633.5,1.8944643600630444,1.603631897514518
239,2018-01-19,Desktop,73,1341875,2320.370000000027,4416.5,3.291290172333489,1.7291998136935463
240,2018-01-20,Tablet,12,446185,412.54999999999825,726.0,1.6271277609063504,0.9246164707464353
241,2018-01-20,Mobile,35,1133222,1528.5899999999938,2117.5,1.8685659120631262,1.3488883908007379
242,2018-01-20,Desktop,42,719411,1176.0099999999957,2541.0,3.532056084769346,1.6346844849467073
243,2018-01-21,Tablet,11,418937,407.3999999999977,665.5,1.5885443396023746,0.9724612531239726
244,2018-01-21,Mobile,39,1123753,1565.879999999996,2359.5,2.099660690561004,1.393437881812103
245,2018-01-21,Desktop,30,796783,1293.6199999999951,1815.0,2.277910045771559,1.6235537153779573
246,2018-01-22,Tablet,15,543301,547.819999999998,907.5,1.670344799659857,1.0083176728921868
247,2018-01-22,Mobile,51,1780177,2654.840000000007,3085.5,1.7332546145692254,1.4913348504109463
248,2018-01-22,Desktop,35,909743,1461.259999999993,2117.5,2.3275804265600284,1.6062338484604917
249,2018-01-23,Tablet,40,952895,1068.9499999999957,2420.0,2.5396292351203438,1.1217920127611076
250,2018-01-23,Mobile,42,1392619,2120.499999999993,2541.0,1.8246196554836607,1.5226705940389964
251,2018-01-23,Desktop,81,1429771,2491.6200000000485,4900.5,3.4274719518020715,1.7426706794305162
252,2018-01-24,Mobile,32,986797,1472.7599999999943,1936.0,1.9619030053800324,1.492465015600974
253,2018-01-24,Desktop,63,1104779,1810.089999999985,3811.5,3.4500112692221703,1.6384181813738177
254,2018-01-24,Tablet,24,662794,752.859999999997,1452.0,2.190725926909417,1.135888375573703
255,2018-01-25,Mobile,29,1222910,1907.7999999999936,1754.5,1.4346926593126232,1.5600493903884942
256,2018-01-25,Desktop,46,905826,1543.1799999999898,2783.0,3.072333980256694,1.7036163678233898
257,2018-01-25,Tablet,29,557347,645.6699999999964,1754.5,3.147949123257145,1.1584703963598915
258,2018-01-26,Mobile,19,998429,1342.239999999996,1149.5,1.15130870597709,1.3443519769557934
259,2018-01-26,Desktop,57,902269,1470.23999999999,3448.5,3.8220309020923913,1.6294918699412149
260,2018-01-26,Tablet,15,494365,533.2399999999977,907.5,1.8356882060825503,1.078636230315653
261,2018-01-27,Mobile,39,1133822,1417.349999999993,2359.5,2.081014480227055,1.2500639430175047
262,2018-01-27,Tablet,22,538442,599.2499999999961,1331.0,2.4719468392138797,1.1129332407204418
263,2018-01-27,Desktop,39,641005,993.7199999999934,2359.5,3.6809385262205443,1.550253118150394
264,2018-01-28,Mobile,48,1437807,1865.9099999999924,2904.0,2.0197425662832353,1.297747194164441
265,2018-01-28,Desktop,33,630781,995.969999999994,1996.5,3.165123870249738,1.578947368421043
266,2018-01-28,Tablet,24,597447,660.1999999999973,1452.0,2.430341101386399,1.1050352583576406
267,2018-01-29,Mobile,43,1654670,2235.8000000000125,2601.5,1.5722168166462196,1.351205980648717
268,2018-01-29,Tablet,20,668361,770.8599999999966,1210.0,1.8103988712686707,1.1533587387654225
269,2018-01-29,Desktop,36,886124,1540.6199999999878,2178.0,2.4578952832786385,1.7386054321968345
270,2018-01-30,Mobile,60,2258922,2875.7800000000175,3630.0,1.6069611965353385,1.2730762726645797
271,2018-01-30,Desktop,44,1050664,1791.6799999999887,2662.0,2.5336358721722645,1.7052835159479993
272,2018-01-30,Tablet,15,649305,729.6399999999967,907.5,1.3976482546723035,1.123724597839223
273,2018-01-31,Mobile,41,1843663,2598.570000000024,2665.0,1.4454919364330683,1.4094604057249205
274,2018-01-31,Tablet,21,904217,998.0099999999958,1365.0,1.5095933830043011,1.1037284191737113
275,2018-01-31,Desktop,56,1418236,2447.0900000000156,3640.0,2.566568610583852,1.72544625859167
